Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Total_Purchases,Children_In_Home,Campaign_Accepted,Education_Encoded,Marital_Status_Encoded,Customer_Since,Labels
1963,Graduation,With_Partner,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,63,490,19,2,0,1,2,5057,0
1982,Basic,Alone,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,44,79,8,1,0,0,0,5026,0
1976,Graduation,With_Partner,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,50,915,17,1,0,1,2,5034,0
1955,PhD,With_Partner,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,71,1485,35,1,1,3,2,4893,0
1987,Graduation,Alone,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,39,369,16,1,0,1,0,5113,0
1962,Graduation,With_Partner,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,64,1073,19,1,0,1,2,4959,0
1943,PhD,With_Partner,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,83,1242,19,0,0,3,2,4527,0
1975,Basic,With_Partner,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,51,78,9,1,1,0,2,4658,0
1994,Graduation,With_Partner,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,32,1378,21,0,4,1,2,4572,0
1981,Graduation,Alone,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,45,1474,26,0,2,1,0,4929,0
1971,Master,With_Partner,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,55,751,29,2,0,2,2,4918,0
1973,PhD,With_Partner,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,48,7,1,0,3,2,4491,0
1982,Master,With_Partner,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,44,10,4,1,0,2,2,4461,0
1974,Master,With_Partner,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,52,1435,16,0,2,2,2,4827,0
1941,PhD,With_Partner,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,85,2119,22,0,1,3,2,4879,0
1953,Graduation,With_Partner,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,73,20,4,3,0,1,2,4644,0
1986,Graduation,With_Partner,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,40,1795,27,0,3,1,2,4503,0
1989,Graduation,With_Partner,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,37,1188,19,1,2,1,2,4522,0
1989,Basic,With_Partner,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,37,43,7,1,0,0,2,4493,0
1968,Graduation,With_Partner,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,58,1008,24,1,0,1,2,4867,0
1961,PhD,Alone,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,65,1688,16,0,4,3,0,4853,0
1989,Graduation,With_Partner,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,37,684,21,1,0,1,2,5045,0
1967,Basic,With_Partner,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,59,1082,39,2,0,0,2,4959,0
1964,Graduation,With_Partner,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,62,1068,25,1,0,1,2,4653,0
1970,Graduation,Alone,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,56,57,7,1,0,1,0,4584,0
1956,Master,With_Partner,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,70,46,5,1,0,2,2,4810,0
1966,Graduation,Alone,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,60,733,23,1,0,1,0,4627,0
1949,Master,Alone,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,77,467,17,1,0,2,0,4732,0
1971,PhD,With_Partner,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,55,122,10,1,0,3,2,4748,0
1986,Basic,With_Partner,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,40,36,7,1,0,0,2,4944,0
1989,Graduation,With_Partner,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,37,34,5,1,0,1,2,4797,0
1948,PhD,With_Partner,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,78,156,10,1,0,3,2,4628,0
1946,Graduation,With_Partner,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,80,14,4,0,0,1,2,4764,0
1974,Basic,With_Partner,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,34,5,0,0,0,2,4541,0
1959,Graduation,Alone,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,67,20,4,0,0,1,0,4788,0
1972,Master,Alone,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,54,192,11,1,0,2,0,4700,0
1964,Graduation,Alone,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,62,1379,17,0,2,1,0,4619,0
1976,Graduation,With_Partner,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,50,48,7,1,0,1,2,4822,0
1953,PhD,With_Partner,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,73,428,16,1,0,3,2,4626,0
1955,Graduation,Alone,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,71,868,27,1,0,1,0,4860,0
1969,Graduation,With_Partner,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,57,1001,27,1,0,1,2,4935,0
1971,Master,Alone,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,55,59,7,1,0,2,0,4692,0
1980,Basic,With_Partner,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,46,431,16,2,0,0,2,4647,0
1976,Graduation,With_Partner,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,50,971,27,1,0,1,2,5097,0
1972,Graduation,With_Partner,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,54,348,19,3,0,1,2,5115,0
1966,Basic,Alone,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,60,2059,24,0,2,0,0,5089,0
1984,Master,With_Partner,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,42,265,14,1,1,2,2,4891,0
1952,Graduation,With_Partner,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,74,270,13,1,0,1,2,4472,0
1982,Basic,With_Partner,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,44,1289,19,0,0,0,2,5079,0
1964,Graduation,With_Partner,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,62,893,16,1,1,1,2,4616,0
1949,Graduation,Alone,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,77,926,22,0,0,1,0,4717,0
1958,PhD,Alone,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,68,135,9,1,0,3,0,4589,0
1975,Graduation,With_Partner,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,51,120,9,1,0,1,2,4562,0
1969,PhD,Alone,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,57,1288,20,0,0,3,0,4555,0
1955,PhD,With_Partner,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,71,1743,17,0,2,3,2,4869,0
1970,Graduation,Alone,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,56,15,4,1,0,1,0,5043,0
1951,Graduation,With_Partner,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,75,542,20,2,0,1,2,4552,0
1971,PhD,With_Partner,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,55,890,25,1,0,3,2,5120,0
1975,Graduation,With_Partner,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,51,1388,33,1,0,1,2,4896,0
1980,Graduation,With_Partner,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,46,17,4,1,0,1,2,4699,0
1981,PhD,With_Partner,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,45,906,30,1,1,3,2,5131,0
1978,Graduation,With_Partner,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,48,44,6,2,0,1,2,4980,0
1988,Graduation,Alone,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,38,25,5,1,0,1,0,4479,0
1956,Graduation,With_Partner,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,70,973,26,1,0,1,2,4933,0
1972,PhD,Alone,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,54,31,6,2,0,3,0,4488,0
1977,Master,With_Partner,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,49,518,17,1,0,2,2,4474,0
1972,PhD,With_Partner,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,54,530,19,1,0,3,2,5051,0
1977,Graduation,With_Partner,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,49,506,21,1,0,1,2,5043,0
1973,Master,With_Partner,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,53,70,6,1,0,2,2,4618,0
1972,Master,Alone,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,54,54,6,1,0,2,0,4759,0
1974,Graduation,Alone,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,52,296,12,1,1,1,0,5116,0
1975,Graduation,With_Partner,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,51,266,15,1,0,1,2,4679,0
1960,Master,With_Partner,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,66,747,19,0,0,2,2,5064,0
1964,PhD,Alone,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,62,895,29,0,0,3,0,5090,0
1976,Master,With_Partner,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,50,1053,17,1,0,2,2,4664,0
1974,Graduation,With_Partner,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,52,735,21,1,0,1,2,4805,0
1969,Graduation,With_Partner,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,57,20,5,1,0,1,2,4591,0
1952,Basic,Alone,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,74,205,10,0,0,0,0,5046,0
1958,PhD,With_Partner,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,68,2092,21,1,0,3,2,5080,0
1976,Graduation,Alone,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,50,309,14,1,0,1,0,5010,0
1955,Graduation,With_Partner,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,71,1722,22,0,1,1,2,4929,0
1964,Master,Alone,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,62,900,15,1,0,2,0,4970,0
1944,PhD,Alone,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,82,682,20,0,1,3,0,4651,0
1962,Master,Alone,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,64,663,22,1,0,2,0,4879,0
1978,Graduation,Alone,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,48,43,6,1,0,1,0,4522,0
1971,PhD,With_Partner,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,55,1816,18,1,0,3,2,4871,0
1949,PhD,With_Partner,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,77,976,27,1,0,3,2,4475,0
1944,Graduation,With_Partner,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,82,746,21,0,0,1,2,4889,0
1950,Graduation,With_Partner,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,76,64,6,2,0,1,2,5129,0
1961,Master,With_Partner,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,65,32,5,1,0,2,2,4663,0
1990,Basic,With_Partner,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,36,263,9,0,0,0,2,4984,0
1985,PhD,With_Partner,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,41,1445,21,1,0,3,2,5111,0
1953,Graduation,Alone,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,73,1210,28,0,0,1,0,5036,0
1976,Graduation,With_Partner,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,50,945,24,1,0,1,2,4646,0
1989,Graduation,Alone,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,37,1157,22,0,0,1,0,4782,0
1992,Graduation,With_Partner,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,34,137,8,0,0,1,2,4810,0
1959,Graduation,Alone,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,67,730,25,1,0,1,0,4997,0
1981,PhD,With_Partner,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,45,216,12,1,1,3,2,4837,0
1979,Graduation,Alone,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,47,943,23,1,0,1,0,4895,0
1964,Graduation,With_Partner,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,62,347,16,2,1,1,2,4689,0
1959,Master,With_Partner,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,67,1924,19,0,1,2,2,4541,0
1946,PhD,With_Partner,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,80,397,17,1,0,3,2,4851,0
1975,Master,Alone,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,51,2089,22,0,0,2,0,4878,0
1961,Graduation,With_Partner,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,65,138,11,2,0,1,2,4948,0
1990,Graduation,Alone,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,36,42,5,1,0,1,0,4801,0
1959,Graduation,With_Partner,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,67,777,17,0,0,1,2,4747,0
1944,Master,With_Partner,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,82,1902,20,0,2,2,2,4557,0
1965,Graduation,Alone,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,61,52,7,2,0,1,0,4590,0
1987,Master,Alone,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,39,1651,13,0,1,2,0,4557,0
1991,Graduation,With_Partner,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,35,358,13,0,0,1,2,4754,0
1953,Graduation,With_Partner,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,73,1727,16,0,2,1,2,5074,0
1987,Graduation,With_Partner,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,39,210,10,1,0,1,2,5096,0
1986,Graduation,With_Partner,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,40,42,5,1,0,1,2,5009,0
1958,PhD,With_Partner,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,68,1291,20,0,0,3,2,4651,0
1977,Master,With_Partner,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,49,442,15,0,0,2,2,4458,0
1964,Graduation,Alone,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,62,1895,17,0,0,1,0,5123,0
1960,PhD,With_Partner,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,66,411,19,2,0,3,2,4675,0
1975,Basic,Alone,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,51,521,19,1,0,0,0,4936,0
1969,Graduation,Alone,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,57,1168,17,1,0,1,0,4721,0
1977,Master,With_Partner,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,49,493,23,2,1,2,2,4448,0
1962,Graduation,With_Partner,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,64,260,12,2,0,1,2,4868,0
1982,Graduation,Alone,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,44,46,7,1,0,1,0,4814,0
1951,Master,With_Partner,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,75,319,16,1,0,2,2,4881,0
1967,Graduation,With_Partner,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,59,96,7,1,0,1,2,4599,0
1967,Graduation,Alone,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,59,1062,16,0,1,1,0,4571,0
1952,Basic,With_Partner,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,74,232,12,1,0,0,2,4762,0
1981,Master,Alone,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,45,76,9,1,0,2,0,4625,0
1977,Basic,With_Partner,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,49,54,9,1,0,0,2,4671,0
1969,Graduation,Alone,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,57,201,11,1,0,1,0,5129,0
1984,PhD,Alone,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,42,406,14,1,0,3,0,5015,0
1982,PhD,With_Partner,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,44,1919,20,0,2,3,2,4763,0
1976,Graduation,With_Partner,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,50,662,20,1,0,1,2,4827,0
1990,Basic,With_Partner,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,36,41,8,1,0,0,2,4550,0
1964,Graduation,Alone,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,62,1600,14,0,0,1,0,4610,0
1980,Graduation,With_Partner,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,46,134,8,1,0,1,2,4645,0
1968,Graduation,With_Partner,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,58,69,10,2,1,1,2,4591,0
1973,Master,With_Partner,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,53,21,6,2,0,2,2,4529,0
1963,Basic,Alone,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,63,54,7,2,0,0,0,4527,0
1989,Graduation,Alone,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,37,91,8,1,1,1,0,4519,0
1971,PhD,Alone,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,55,526,18,1,0,3,0,4579,0
1963,Graduation,With_Partner,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,63,162,8,0,0,1,2,4874,0
1949,Master,With_Partner,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,77,1008,25,0,0,2,2,4672,0
1952,Graduation,With_Partner,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,74,240,16,2,0,1,2,5092,0
1978,PhD,Alone,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,48,795,21,1,0,3,0,4922,0
1982,Graduation,With_Partner,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,44,1772,19,0,1,1,2,4887,0
1970,Basic,With_Partner,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,56,64,8,0,0,0,2,4767,0
1959,Graduation,With_Partner,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,67,1957,20,1,4,1,2,4840,0
1978,Graduation,With_Partner,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,48,78,7,1,0,1,2,4730,0
1980,Graduation,Alone,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,46,1572,19,0,0,1,0,4815,0
1971,Master,With_Partner,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,55,795,26,1,0,2,2,4806,0
1970,Basic,With_Partner,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,56,889,26,1,0,0,2,4602,0
1963,PhD,Alone,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,63,331,15,1,0,3,0,4673,0
