Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award,Cluster
117852.0,0,1,1,1,11406.0,21,783.75,2.5,6186,1,Frequent Flyers
32356.0,0,3,1,1,22918.0,19,0.0,0.0,6571,0,Bonus Accumulators
44247.0,0,4,1,1,40939.0,26,0.0,0.0,6184,1,Bonus Accumulators
23431.0,0,1,1,1,3546.0,10,0.0,0.0,6182,0,Inactive Base
37773.0,0,2,1,1,8436.0,15,0.0,0.0,6179,1,Bonus Accumulators
203211.125,0,1,1,1,2750.0,4,750.0,2.0,6179,0,Frequent Flyers
63587.0,0,1,1,1,500.0,1,500.0,1.0,6184,0,Inactive Base
15088.0,0,1,1,1,5625.0,15,0.0,0.0,6177,1,Inactive Base
152539.0,0,5,1,1,57651.875,14,0.0,0.0,6187,0,Bonus Accumulators
203211.125,0,5,1,1,57651.875,23,783.75,2.5,6171,1,Frequent Flyers
15064.0,0,1,1,1,2910.0,9,0.0,0.0,6171,1,Inactive Base
19032.0,0,1,1,1,2375.0,12,0.0,0.0,6169,0,Inactive Base
66434.0,0,3,1,1,13041.0,13,0.0,0.0,6230,0,Bonus Accumulators
146097.0,0,2,1,1,6919.0,16,0.0,0.0,6165,0,Bonus Accumulators
8207.0,0,1,1,1,1750.0,7,0.0,0.0,6184,0,Inactive Base
203211.125,0,3,1,1,22148.0,15,0.0,0.0,6161,0,Bonus Accumulators
147472.0,0,3,1,1,20645.0,16,0.0,0.0,6163,1,Bonus Accumulators
103993.0,0,3,1,1,14149.0,13,100.0,1.0,6158,1,Bonus Accumulators
34651.0,0,1,1,1,4000.0,6,500.0,1.0,6157,1,Frequent Flyers
102339.0,0,4,1,1,47498.0,19,0.0,0.0,6156,0,Bonus Accumulators
149167.0,0,4,1,1,48521.0,13,0.0,0.0,6155,0,Bonus Accumulators
105249.0,0,4,1,1,36093.0,15,0.0,0.0,6153,1,Bonus Accumulators
55610.0,0,1,2,1,5095.0,13,0.0,0.0,6151,0,Inactive Base
70391.0,0,1,1,1,6000.0,4,0.0,0.0,6150,1,Inactive Base
74645.0,0,4,1,1,40367.0,18,0.0,0.0,6147,1,Bonus Accumulators
26939.0,0,4,1,1,29264.0,15,0.0,0.0,6148,1,Bonus Accumulators
203211.125,0,5,1,1,57651.875,31,0.0,0.0,6144,0,Bonus Accumulators
7421.0,0,1,1,1,0.0,0,0.0,0.0,6142,1,Inactive Base
74924.0,0,4,1,1,57651.875,13,0.0,0.0,6141,0,Bonus Accumulators
17599.0,0,1,1,1,100.0,1,0.0,0.0,6029,0,Inactive Base
5594.0,0,1,1,1,370.0,1,0.0,0.0,5835,0,Inactive Base
66122.0,0,3,1,1,11756.0,13,0.0,0.0,5630,1,Bonus Accumulators
12024.0,0,1,1,1,0.0,0,0.0,0.0,5119,0,Inactive Base
42044.0,0,3,1,1,11433.0,10,0.0,0.0,6140,1,Bonus Accumulators
83105.0,0,4,1,1,57651.875,28,753.0,2.5,6137,1,Frequent Flyers
152063.0,0,4,1,1,34257.0,19,783.75,2.5,6159,1,Frequent Flyers
59546.0,0,3,1,1,20730.0,4,0.0,0.0,6135,0,Inactive Base
1258.0,0,1,1,1,475.0,4,0.0,0.0,6134,0,Inactive Base
75181.0,0,1,1,1,2455.0,7,783.75,2.5,6133,0,Frequent Flyers
68255.0,0,3,1,1,19077.0,22,400.0,2.0,6130,1,Frequent Flyers
58229.0,0,5,1,1,53108.0,16,500.0,1.0,6137,1,Bonus Accumulators
97349.0,0,4,1,1,42774.0,14,0.0,0.0,6128,0,Bonus Accumulators
131424.0,0,5,1,1,57651.875,14,50.0,1.0,6128,1,Bonus Accumulators
24011.0,0,2,1,1,20442.0,9,0.0,0.0,6123,1,Bonus Accumulators
64538.0,0,1,1,1,0.0,0,0.0,0.0,6123,0,Inactive Base
3832.0,0,1,1,1,1000.0,1,0.0,0.0,6120,0,Inactive Base
3268.0,0,4,1,1,52263.0,32,0.0,0.0,6120,1,Bonus Accumulators
36790.0,0,1,1,1,7158.0,14,0.0,0.0,6133,0,Inactive Base
203211.125,0,1,1,1,5950.0,11,783.75,2.5,6116,1,Frequent Flyers
179382.0,0,1,1,1,4225.0,7,0.0,0.0,6115,0,Inactive Base
203211.125,0,1,1,1,8500.0,4,0.0,0.0,6114,1,Bonus Accumulators
203211.125,0,5,1,1,57651.875,14,0.0,0.0,6112,1,Bonus Accumulators
54265.0,0,1,1,1,0.0,0,0.0,0.0,6109,0,Inactive Base
69959.0,0,3,1,1,16504.0,13,0.0,0.0,6108,0,Bonus Accumulators
86380.0,0,1,1,1,13500.0,3,0.0,0.0,6102,1,Inactive Base
48321.0,0,1,1,1,0.0,0,0.0,0.0,6102,0,Inactive Base
78130.0,0,4,1,1,37251.0,15,783.75,2.0,6120,0,Frequent Flyers
25333.0,0,3,1,1,11229.0,16,300.0,2.0,6099,1,Frequent Flyers
54522.0,0,3,1,1,21221.0,38,783.75,2.5,6125,0,Frequent Flyers
75413.0,0,4,1,1,31726.0,18,0.0,0.0,6094,0,Bonus Accumulators
203211.125,0,5,1,1,57651.875,15,783.75,2.0,6095,1,Frequent Flyers
114932.0,0,1,1,1,3150.0,13,783.75,2.5,6092,1,Frequent Flyers
18932.0,0,3,1,1,24660.0,22,0.0,0.0,6091,1,Bonus Accumulators
35997.0,0,5,1,1,57651.875,19,783.75,2.5,6088,1,Frequent Flyers
136664.0,0,4,1,1,36024.0,15,0.0,0.0,6086,0,Bonus Accumulators
173191.0,0,4,1,1,31503.0,13,0.0,0.0,6084,1,Bonus Accumulators
16528.0,0,1,1,1,250.0,2,0.0,0.0,6081,0,Inactive Base
119932.0,0,3,1,1,22463.0,26,783.75,2.5,6077,1,Frequent Flyers
144171.0,0,4,1,1,33200.0,15,0.0,0.0,6073,0,Bonus Accumulators
77109.0,0,5,1,1,57651.875,7,0.0,0.0,6071,0,Bonus Accumulators
144973.0,0,3,1,1,23703.0,14,0.0,0.0,6280,0,Bonus Accumulators
75027.0,0,1,1,1,1390.0,3,500.0,1.0,6067,0,Inactive Base
96387.0,0,4,1,1,43512.0,20,0.0,0.0,6065,1,Bonus Accumulators
34854.0,0,1,1,1,750.0,5,650.0,2.5,6063,0,Frequent Flyers
44307.0,0,2,1,1,7944.0,8,0.0,0.0,6060,0,Inactive Base
73836.0,0,5,1,1,57651.875,19,0.0,0.0,6087,0,Bonus Accumulators
20126.0,0,1,1,1,0.0,0,0.0,0.0,6053,0,Inactive Base
56268.0,0,4,1,1,33447.0,14,100.0,1.0,6017,1,Bonus Accumulators
25629.0,0,4,1,5,57651.875,36,600.0,2.0,5966,1,Frequent Flyers
70774.0,0,3,1,1,32635.0,31,783.75,2.5,5931,1,Frequent Flyers
6371.0,0,1,1,1,1404.0,8,0.0,0.0,5905,0,Inactive Base
95595.0,0,3,1,1,12060.0,14,0.0,0.0,5877,0,Bonus Accumulators
51843.0,0,4,1,1,40997.0,17,0.0,0.0,5859,0,Bonus Accumulators
84868.0,0,4,1,1,33187.0,15,0.0,0.0,6057,0,Bonus Accumulators
79629.0,0,1,1,1,2550.0,2,50.0,1.0,6091,0,Inactive Base
58620.0,0,1,1,1,2125.0,10,0.0,0.0,6051,0,Inactive Base
70380.0,0,5,1,1,57651.875,12,0.0,0.0,6050,1,Bonus Accumulators
93473.0,0,3,1,1,20257.0,15,0.0,0.0,6049,0,Bonus Accumulators
131621.0,0,2,1,1,27846.0,31,783.75,2.5,6045,1,Frequent Flyers
195563.0,0,3,1,1,16715.0,13,0.0,0.0,6042,0,Bonus Accumulators
21138.0,0,1,1,1,4500.0,2,0.0,0.0,6031,1,Inactive Base
93319.0,0,1,1,1,270.0,3,100.0,1.0,6043,0,Inactive Base
56606.0,0,4,1,1,57651.875,14,100.0,1.0,6039,1,Bonus Accumulators
38763.0,0,4,1,1,34652.0,13,0.0,0.0,6037,1,Bonus Accumulators
16430.0,0,2,1,1,8528.0,12,0.0,0.0,6036,1,Inactive Base
61440.0,0,2,1,1,8156.0,25,0.0,0.0,6032,0,Bonus Accumulators
203211.125,0,1,1,1,5132.0,16,783.75,2.5,6030,1,Frequent Flyers
203211.125,0,1,1,1,9000.0,5,500.0,1.0,6028,1,Frequent Flyers
76702.0,0,3,1,1,21568.0,17,0.0,0.0,6025,1,Bonus Accumulators
19348.0,0,3,1,1,17059.0,19,0.0,0.0,6022,1,Bonus Accumulators
31669.0,0,2,1,1,8384.0,15,0.0,0.0,6018,1,Bonus Accumulators
40902.0,0,1,1,1,4850.0,7,783.75,2.5,6018,0,Frequent Flyers
16906.0,0,1,1,1,2750.0,15,0.0,0.0,6017,0,Inactive Base
65508.0,0,1,1,1,14000.0,7,783.75,2.5,6015,1,Frequent Flyers
10152.0,0,1,1,1,0.0,0,0.0,0.0,6010,0,Inactive Base
21461.0,0,3,1,1,40806.0,28,0.0,0.0,6011,1,Bonus Accumulators
28979.0,0,2,1,1,6494.0,12,0.0,0.0,6010,0,Inactive Base
24711.0,0,1,1,1,3193.0,11,500.0,1.0,6009,0,Inactive Base
203211.125,0,5,1,1,57651.875,18,500.0,1.0,6004,1,Bonus Accumulators
203211.125,0,3,1,1,21078.0,15,200.0,1.0,6007,0,Bonus Accumulators
37832.0,0,1,1,1,0.0,0,0.0,0.0,6004,0,Inactive Base
135168.0,0,4,1,1,29156.0,16,300.0,2.0,6002,0,Frequent Flyers
134650.0,0,4,1,1,40232.0,17,783.75,2.0,6000,0,Frequent Flyers
20665.0,0,3,1,1,19947.0,16,0.0,0.0,5997,1,Bonus Accumulators
5546.0,0,1,1,1,2631.0,6,0.0,0.0,5995,1,Inactive Base
91736.0,0,4,1,1,26724.0,14,0.0,0.0,5994,0,Bonus Accumulators
203211.125,0,1,1,1,0.0,0,0.0,0.0,5993,0,Inactive Base
94167.0,0,1,1,1,6500.0,4,500.0,1.0,5990,1,Frequent Flyers
132256.0,0,2,1,1,15040.0,24,783.75,2.5,5988,0,Frequent Flyers
149959.0,0,5,1,1,57651.875,38,783.75,2.5,5986,1,Frequent Flyers
104338.0,0,1,1,1,2500.0,1,0.0,0.0,5982,0,Inactive Base
38312.0,0,4,1,1,37419.0,14,0.0,0.0,5980,1,Bonus Accumulators
1860.0,0,1,1,1,65.0,2,0.0,0.0,5976,0,Inactive Base
54337.0,0,1,1,1,2131.0,9,230.0,1.0,5976,0,Inactive Base
203211.125,0,1,1,1,11650.0,6,783.75,2.5,5975,0,Frequent Flyers
26204.0,0,1,1,1,4030.0,6,783.75,2.5,5989,0,Frequent Flyers
27876.0,0,1,1,1,0.0,0,0.0,0.0,5972,0,Inactive Base
115533.0,0,2,1,1,8867.0,15,0.0,0.0,5968,0,Inactive Base
129412.0,0,5,1,1,57651.875,21,0.0,0.0,5982,0,Bonus Accumulators
172110.0,0,5,1,1,21382.0,23,783.75,2.5,5944,1,Frequent Flyers
143378.0,0,1,1,1,3000.0,4,783.75,2.5,5905,0,Frequent Flyers
120476.0,0,2,1,1,9406.0,14,0.0,0.0,5870,0,Inactive Base
15835.0,0,2,1,5,57651.875,16,0.0,0.0,5825,1,Bonus Accumulators
203211.125,0,5,1,1,57651.875,35,500.0,1.0,5789,1,Bonus Accumulators
32141.0,0,1,1,1,3500.0,14,0.0,0.0,5768,0,Inactive Base
967.0,0,1,1,1,980.0,2,0.0,0.0,5716,0,Inactive Base
20281.0,0,1,1,1,0.0,0,0.0,0.0,5567,0,Inactive Base
111072.0,0,4,1,1,50533.0,19,350.0,1.0,5541,0,Bonus Accumulators
2111.0,0,1,1,1,100.0,1,0.0,0.0,5962,0,Inactive Base
203211.125,0,4,1,1,44591.0,23,250.0,1.0,5961,1,Bonus Accumulators
4600.0,0,1,1,1,140.0,1,0.0,0.0,5959,0,Inactive Base
23390.0,0,1,1,1,1650.0,3,150.0,1.0,5958,0,Inactive Base
203211.125,0,1,1,1,9022.0,24,783.75,2.5,5953,1,Frequent Flyers
40189.0,0,1,1,1,0.0,0,0.0,0.0,5952,1,Inactive Base
21747.0,0,1,1,1,0.0,0,0.0,0.0,5638,1,Inactive Base
203211.125,0,5,1,1,57651.875,23,783.75,2.5,5523,0,Frequent Flyers
203211.125,0,1,1,1,5000.0,1,0.0,0.0,5583,0,Inactive Base
54148.0,0,4,1,1,40233.0,14,350.0,1.0,5949,1,Bonus Accumulators
25512.0,0,1,1,1,0.0,0,0.0,0.0,5393,0,Inactive Base
28519.0,0,1,1,1,2125.0,2,0.0,0.0,5405,0,Inactive Base
203211.125,0,5,1,1,57651.875,21,150.0,2.0,5951,1,Bonus Accumulators
163964.0,0,3,1,1,11385.0,11,0.0,0.0,5948,1,Bonus Accumulators
49736.0,0,1,1,1,3200.0,4,700.0,2.5,6038,0,Frequent Flyers
10084.0,0,1,1,1,500.0,1,500.0,1.0,5946,1,Inactive Base
22988.0,0,2,1,1,9347.0,14,783.75,2.5,5944,1,Frequent Flyers
17739.0,0,1,1,1,437.0,4,0.0,0.0,5941,0,Inactive Base
152426.0,0,1,1,1,6000.0,6,783.75,2.5,5939,0,Frequent Flyers
34428.0,0,1,1,1,2625.0,10,0.0,0.0,5938,0,Inactive Base
124030.0,0,5,1,1,57651.875,16,0.0,0.0,5934,1,Bonus Accumulators
17336.0,0,1,1,1,2375.0,12,0.0,0.0,5934,0,Inactive Base
203211.125,0,5,1,1,57651.875,18,650.0,2.0,5931,1,Frequent Flyers
29125.0,0,3,1,1,10930.0,14,0.0,0.0,5945,0,Inactive Base
83848.0,0,4,1,1,28202.0,14,0.0,0.0,5927,0,Bonus Accumulators
133264.0,0,5,1,1,57651.875,21,0.0,0.0,5926,1,Bonus Accumulators
124869.0,0,3,1,1,30116.0,16,0.0,0.0,5924,0,Bonus Accumulators
39233.0,0,4,1,1,27545.0,13,0.0,0.0,5920,1,Bonus Accumulators
13050.0,0,3,1,1,13617.0,16,0.0,0.0,5920,1,Bonus Accumulators
90855.0,0,3,1,1,23992.0,13,0.0,0.0,5919,0,Bonus Accumulators
44824.0,0,1,3,1,21107.0,19,783.75,2.5,5916,1,Frequent Flyers
3663.0,0,1,1,1,894.0,10,0.0,0.0,5916,1,Inactive Base
44293.0,0,3,1,1,21920.0,21,100.0,1.0,5913,1,Bonus Accumulators
31319.0,0,1,1,1,7552.0,5,0.0,0.0,5912,0,Inactive Base
40757.0,0,3,1,1,14002.0,11,0.0,0.0,5912,0,Inactive Base
130356.0,0,1,1,1,150.0,1,150.0,1.0,5910,0,Inactive Base
125077.0,0,3,1,1,21881.0,14,0.0,0.0,5905,0,Bonus Accumulators
203211.125,0,5,1,1,57651.875,21,500.0,1.0,5906,0,Bonus Accumulators
38150.0,0,3,1,1,16688.0,15,0.0,0.0,5854,1,Bonus Accumulators
20342.0,0,1,1,1,3291.0,9,0.0,0.0,5829,0,Inactive Base
45781.0,0,2,1,1,6498.0,13,0.0,0.0,5801,0,Inactive Base
144525.0,0,1,1,1,2833.0,4,0.0,0.0,5785,0,Inactive Base
37571.0,0,2,1,1,7197.0,15,0.0,0.0,5762,0,Inactive Base
112013.0,0,3,1,1,24943.0,14,0.0,0.0,5734,0,Bonus Accumulators
30638.0,0,3,1,1,48963.0,16,0.0,0.0,5696,1,Bonus Accumulators
55997.0,0,5,1,1,57651.875,23,0.0,0.0,5899,1,Bonus Accumulators
11447.0,0,1,1,1,1945.0,13,0.0,0.0,5902,0,Inactive Base
17778.0,0,1,1,1,0.0,0,0.0,0.0,5897,0,Inactive Base
13375.0,0,4,1,1,15732.0,38,783.75,2.5,5916,1,Frequent Flyers
118572.0,0,3,1,1,21426.0,19,0.0,0.0,5892,0,Bonus Accumulators
13720.0,0,1,1,1,0.0,0,0.0,0.0,5884,0,Inactive Base
11030.0,0,1,1,1,0.0,0,0.0,0.0,5884,0,Inactive Base
8651.0,0,4,1,1,41586.0,22,783.75,2.5,5882,1,Frequent Flyers
203211.125,0,5,1,1,53521.0,16,0.0,0.0,5878,0,Bonus Accumulators
26367.0,0,3,1,1,19649.0,15,0.0,0.0,5874,1,Bonus Accumulators
120945.0,0,1,1,1,4300.0,4,300.0,2.0,5871,1,Frequent Flyers
2843.0,0,4,1,1,44130.0,35,783.75,2.5,5869,1,Frequent Flyers
11782.0,0,1,1,1,0.0,0,0.0,0.0,5864,0,Inactive Base
89480.0,0,1,1,1,2946.0,4,783.75,2.5,5902,1,Frequent Flyers
20702.0,0,4,1,1,30451.0,24,783.75,2.5,5856,1,Frequent Flyers
15108.0,0,1,1,1,2850.0,16,0.0,0.0,5876,0,Inactive Base
24917.0,0,3,1,1,16239.0,13,150.0,1.0,5857,1,Bonus Accumulators
132910.0,0,5,1,1,57651.875,38,250.0,1.0,5856,1,Bonus Accumulators
61227.0,0,2,1,1,6957.0,10,0.0,0.0,5647,0,Inactive Base
2117.0,0,1,1,1,769.0,7,0.0,0.0,5609,0,Inactive Base
38964.0,0,3,1,1,35166.0,26,783.75,2.5,5553,1,Frequent Flyers
20498.0,0,1,1,1,7826.0,20,783.75,2.5,5491,0,Frequent Flyers
131554.0,0,5,1,1,57651.875,15,0.0,0.0,5428,1,Bonus Accumulators
55661.0,0,3,1,1,15107.0,13,0.0,0.0,5387,0,Bonus Accumulators
84949.0,0,4,1,1,41854.0,15,0.0,0.0,5336,0,Bonus Accumulators
139897.0,0,3,1,1,21065.0,28,50.0,1.0,5329,0,Bonus Accumulators
155587.0,0,1,1,1,6893.0,9,0.0,0.0,5279,0,Inactive Base
24310.0,0,1,1,1,2815.0,6,0.0,0.0,5266,0,Inactive Base
106115.0,0,3,1,1,16197.0,21,500.0,1.0,5219,0,Frequent Flyers
203211.125,0,5,1,1,57651.875,15,783.75,2.0,5849,1,Frequent Flyers
70671.0,0,1,1,1,0.0,0,0.0,0.0,5850,0,Inactive Base
31593.0,0,1,1,1,3128.0,12,0.0,0.0,5846,1,Inactive Base
101397.0,0,3,1,1,19173.0,12,0.0,0.0,5847,0,Bonus Accumulators
133052.0,0,3,1,1,17424.0,15,0.0,0.0,5843,0,Bonus Accumulators
37252.0,0,3,1,1,15774.0,19,0.0,0.0,5842,0,Bonus Accumulators
15241.0,0,1,1,1,0.0,0,0.0,0.0,5840,0,Inactive Base
21101.0,0,1,1,1,7171.0,32,0.0,0.0,5839,1,Bonus Accumulators
80612.0,0,4,1,1,32334.0,20,0.0,0.0,5839,0,Bonus Accumulators
45542.0,0,5,1,1,57651.875,14,0.0,0.0,5835,1,Bonus Accumulators
5274.0,0,1,1,1,2074.0,11,0.0,0.0,5834,1,Inactive Base
101089.0,0,3,1,1,23503.0,17,0.0,0.0,5834,0,Bonus Accumulators
7560.0,0,1,1,1,0.0,0,0.0,0.0,5833,0,Inactive Base
203211.125,0,5,1,1,57651.875,16,0.0,0.0,5832,1,Bonus Accumulators
192046.0,0,4,1,1,54818.0,38,783.75,2.5,5829,0,Frequent Flyers
203211.125,0,5,1,1,50120.0,12,0.0,0.0,5826,0,Bonus Accumulators
141491.0,0,5,1,1,57651.875,6,0.0,0.0,5827,0,Bonus Accumulators
89527.0,0,3,1,1,22206.0,14,0.0,0.0,5821,1,Bonus Accumulators
203211.125,0,1,1,1,0.0,0,0.0,0.0,5822,0,Inactive Base
49430.0,0,4,1,1,31471.0,16,0.0,0.0,5822,0,Bonus Accumulators
114070.0,0,2,1,1,16293.0,24,250.0,1.0,5818,0,Bonus Accumulators
124004.0,0,2,1,1,9982.0,12,0.0,0.0,5815,0,Inactive Base
10497.0,0,1,1,1,0.0,0,0.0,0.0,5815,0,Inactive Base
8327.0,0,1,1,1,2900.0,4,150.0,1.0,5814,1,Inactive Base
25463.0,0,2,1,1,7973.0,14,0.0,0.0,5813,0,Inactive Base
85036.0,0,4,1,1,43825.0,21,0.0,0.0,5807,1,Bonus Accumulators
11449.0,0,1,1,1,24415.0,11,0.0,0.0,5864,1,Inactive Base
54392.0,0,1,1,1,0.0,0,0.0,0.0,5807,0,Inactive Base
52577.0,0,1,1,1,441.0,12,0.0,0.0,5804,0,Inactive Base
80174.0,0,1,1,1,500.0,1,0.0,0.0,5804,1,Inactive Base
96827.0,0,1,1,1,12100.0,19,783.75,2.5,5801,0,Frequent Flyers
9489.0,0,1,1,1,5359.0,14,0.0,0.0,5807,1,Inactive Base
57587.0,0,1,1,1,2620.0,6,0.0,0.0,5799,1,Inactive Base
131306.0,0,3,1,1,32115.0,15,0.0,0.0,5797,0,Bonus Accumulators
39985.0,0,3,1,1,15103.0,21,0.0,0.0,5794,0,Bonus Accumulators
71627.0,0,1,1,1,3225.0,9,600.0,2.0,5793,0,Frequent Flyers
161396.0,0,3,1,1,26695.0,11,783.75,2.0,5792,0,Frequent Flyers
81300.0,0,1,1,1,3750.0,5,250.0,2.5,5791,0,Frequent Flyers
66015.0,0,2,1,1,26706.0,30,783.75,2.5,5790,1,Frequent Flyers
7800.0,0,1,1,1,200.0,1,0.0,0.0,5787,0,Inactive Base
27348.0,0,1,1,1,3084.0,4,0.0,0.0,5824,0,Inactive Base
153554.0,0,1,1,1,11786.0,6,783.75,2.5,5784,1,Frequent Flyers
42990.0,0,1,1,1,5345.0,3,0.0,0.0,5804,0,Inactive Base
16664.0,0,1,1,1,0.0,0,0.0,0.0,5778,1,Inactive Base
37618.0,0,3,1,1,17385.0,7,0.0,0.0,5818,0,Inactive Base
53384.0,0,3,1,1,16907.0,12,0.0,0.0,5778,0,Bonus Accumulators
43326.0,0,1,1,1,1100.0,7,783.75,2.5,5776,0,Frequent Flyers
113683.0,0,3,1,1,11821.0,12,0.0,0.0,5773,0,Bonus Accumulators
77930.0,0,4,1,1,37541.0,35,783.75,2.5,5773,1,Frequent Flyers
27625.0,0,3,1,1,27799.0,16,500.0,1.0,5772,1,Frequent Flyers
33835.0,0,1,1,1,2280.0,7,783.75,2.0,5771,0,Frequent Flyers
170049.0,0,2,1,1,10232.0,16,750.0,2.0,5770,0,Frequent Flyers
154664.0,0,4,1,3,57651.875,33,0.0,0.0,5769,0,Bonus Accumulators
36935.0,0,4,1,1,34448.0,17,0.0,0.0,5766,1,Bonus Accumulators
67904.0,0,1,1,1,81.0,1,0.0,0.0,5764,0,Inactive Base
57434.0,0,2,1,1,11140.0,16,0.0,0.0,5770,1,Bonus Accumulators
11031.0,0,1,1,1,1600.0,5,0.0,0.0,5762,0,Inactive Base
78268.0,0,1,1,1,6172.0,13,500.0,1.0,5758,0,Inactive Base
98213.0,0,5,1,1,57651.875,29,0.0,0.0,5755,1,Bonus Accumulators
9430.0,0,3,1,1,11323.0,13,0.0,0.0,5756,1,Bonus Accumulators
5195.0,0,1,1,1,33050.0,3,50.0,1.0,5755,1,Inactive Base
9793.0,0,1,1,1,3100.0,2,0.0,0.0,5755,0,Inactive Base
34690.0,0,3,1,1,18124.0,14,0.0,0.0,5752,1,Bonus Accumulators
138368.0,0,5,1,1,57651.875,13,0.0,0.0,5755,0,Bonus Accumulators
63547.0,0,4,1,1,31745.0,14,0.0,0.0,5748,0,Bonus Accumulators
203211.125,0,4,1,1,51202.0,20,0.0,0.0,5745,0,Bonus Accumulators
14106.0,0,1,1,1,475.0,4,0.0,0.0,5749,0,Inactive Base
44026.0,0,2,1,1,12282.0,18,634.0,1.0,5738,0,Frequent Flyers
62183.0,0,4,1,1,38635.0,18,0.0,0.0,5738,1,Bonus Accumulators
165534.0,0,5,1,1,57651.875,18,783.75,2.0,5736,1,Frequent Flyers
45358.0,0,3,1,1,14507.0,9,0.0,0.0,5735,0,Inactive Base
72325.0,0,5,1,1,56792.0,16,0.0,0.0,5731,1,Bonus Accumulators
190285.0,0,5,1,1,57651.875,16,348.0,1.0,5728,0,Bonus Accumulators
203211.125,0,3,1,1,16106.0,15,0.0,0.0,5728,0,Bonus Accumulators
203211.125,0,5,1,1,57651.875,27,650.0,2.5,5724,1,Frequent Flyers
161546.0,0,1,1,1,8042.0,6,600.0,2.0,5722,0,Frequent Flyers
38884.0,0,1,1,1,2850.0,13,500.0,1.0,5729,0,Inactive Base
42040.0,0,1,1,1,14189.0,17,783.75,2.5,5717,1,Frequent Flyers
96988.0,0,2,1,1,7761.0,14,0.0,0.0,5715,0,Inactive Base
24394.0,0,1,1,1,3250.0,3,250.0,1.0,5713,1,Inactive Base
203211.125,0,5,1,1,57651.875,29,783.75,2.5,5710,1,Frequent Flyers
39313.0,0,3,1,1,24091.0,16,0.0,0.0,5706,1,Bonus Accumulators
468.0,0,1,1,1,26650.0,14,550.0,2.5,5708,1,Frequent Flyers
146014.0,0,4,1,1,26366.0,17,700.0,2.5,5822,0,Frequent Flyers
42999.0,0,4,1,1,33801.0,12,350.0,1.0,5653,1,Bonus Accumulators
37163.0,0,3,1,1,19318.0,14,0.0,0.0,4988,0,Bonus Accumulators
6158.0,0,4,1,1,27754.0,14,0.0,0.0,5546,1,Bonus Accumulators
108904.0,0,3,1,1,19931.0,17,0.0,0.0,5255,0,Bonus Accumulators
25168.0,0,1,1,1,500.0,1,500.0,1.0,5547,0,Inactive Base
68454.0,0,3,1,1,13667.0,12,0.0,0.0,5559,0,Bonus Accumulators
70877.0,0,2,1,1,8956.0,15,0.0,0.0,5696,0,Inactive Base
1057.0,0,1,1,1,433.0,5,0.0,0.0,5622,0,Inactive Base
35342.0,0,5,1,1,57651.875,12,0.0,0.0,5534,1,Bonus Accumulators
16992.0,0,1,1,1,0.0,0,0.0,0.0,5582,0,Inactive Base
2558.0,0,1,1,1,6264.0,10,0.0,0.0,5581,1,Inactive Base
196093.0,0,1,1,1,14000.0,3,0.0,0.0,5595,1,Bonus Accumulators
203211.125,0,1,1,1,10000.0,1,0.0,0.0,5472,1,Inactive Base
88500.0,0,1,1,1,2500.0,2,0.0,0.0,5090,0,Inactive Base
8719.0,0,1,1,1,2000.0,9,0.0,0.0,5671,0,Inactive Base
36936.0,0,1,1,1,2875.0,16,0.0,0.0,5492,1,Inactive Base
203211.125,0,2,1,1,6027.0,12,0.0,0.0,5587,1,Bonus Accumulators
203211.125,0,4,1,1,48708.0,17,0.0,0.0,5657,0,Bonus Accumulators
75428.0,0,2,1,1,7539.0,14,0.0,0.0,5609,0,Inactive Base
34383.0,0,3,1,1,22956.0,12,0.0,0.0,5611,1,Bonus Accumulators
82120.0,0,1,1,1,8000.0,3,0.0,0.0,5619,0,Inactive Base
34546.0,0,1,1,1,1500.0,2,0.0,0.0,5612,0,Inactive Base
92641.0,0,1,1,1,5265.0,6,0.0,0.0,5568,0,Inactive Base
95100.0,0,1,1,1,1250.0,3,783.75,2.5,5671,0,Frequent Flyers
19960.0,0,1,1,1,0.0,0,0.0,0.0,4896,0,Inactive Base
47150.0,0,4,1,1,39561.0,18,0.0,0.0,5577,1,Bonus Accumulators
1650.0,0,1,1,1,1250.0,3,250.0,1.0,5554,1,Inactive Base
100992.0,0,1,1,1,8144.0,16,409.0,2.0,5422,1,Frequent Flyers
68610.0,0,2,1,1,6115.0,12,0.0,0.0,5349,1,Inactive Base
75684.0,0,2,1,1,27320.0,9,0.0,0.0,5316,0,Inactive Base
42438.0,0,1,1,1,519.0,10,0.0,0.0,5349,0,Inactive Base
17645.0,0,4,1,1,57651.875,20,0.0,0.0,5660,1,Bonus Accumulators
24545.0,0,1,1,1,0.0,0,0.0,0.0,5671,0,Inactive Base
84633.0,0,3,1,1,10771.0,10,0.0,0.0,5479,0,Inactive Base
103891.0,0,5,1,1,57651.875,21,783.75,2.5,5699,1,Frequent Flyers
39847.0,0,5,1,1,57651.875,38,150.0,1.0,5694,1,Bonus Accumulators
47938.0,0,3,1,1,12656.0,13,0.0,0.0,5708,0,Inactive Base
88929.0,0,4,1,1,44932.0,20,650.0,2.0,5694,1,Frequent Flyers
129866.0,0,5,1,1,57651.875,30,0.0,0.0,5692,0,Bonus Accumulators
